name,Inf_0,Inf_1,Inf_2,Inf_3,Inf_4,Inf_5,Inf_6
Аарон,одуш,м,!,I1,,,
Абакан,неод,м,!,I1,,,
Абакум,одуш,м,!,I1,,,
Абдул,одуш,м,!,I1,,,
Абрам,одуш,м,!,I1,,,
абсентик,неод,м,!,I1,,,
абсурдизм,неод,м,!,I1,,,
Аввакум,одуш,м,!,I1,,,
Августин,одуш,м,!,I1,,,
Авраам,одуш,м,!,I1,,,
Агап,одуш,м,!,I1,,,
Агасфер,одуш,м,!,I1,,,
Агафон,одуш,м,!,I1,,,
Адам,одуш,м,!,I1,,,
адидас,неод,м,!,I1,,,
Адонис,одуш,м,!,I1,,,
Адриан,одуш,м,!,I1,,,
Азат,одуш,м,!,I1,,,
Азербайджан,неод,м,!,I1,,,
Азов,неод,м,!,I1,,,
Аид,неод,м,!,I1,,,
Айвон,одуш,м,!,I1,,,
Айзек,одуш,м,!,I1,,,
Аким,одуш,м,!,I1,,,
Акоп,одуш,м,!,I1,,,
Аксен,одуш,м,!,I1,,,
Алекс,одуш,м,!,I1,,,
Алжир,неод,м,!,I1,,,
Алик,одуш,м,!,I1,,,
Аллах,одуш,м,!,I1,,,
Алоиз,одуш,м,!,I1,,,
Алоис,одуш,м,!,I1,,,
Альбион,неод,м,!,I1,,,
Амон,одуш,м,!,I1,,,
Амос,одуш,м,!,I1,,,
анал,неод,м,!,I1,,,
аналитизм,неод,м,!,I1,,,
Анан,одуш,м,!,I1,,,
Анастас,одуш,м,!,I1,,,
андеграунд,неод,м,!,I1,,,
андерграунд,неод,м,!,I1,,,
Андреас,одуш,м,!,I1,,,
Андриан,одуш,м,!,I1,,,
Андриян,одуш,м,!,I1,,,
Анисим,одуш,м,!,I1,,,
аннексионизм,неод,м,!,I1,,,
Антон,одуш,м,!,I1,,,
Антуан,одуш,м,!,I1,,,
Аполлон,одуш,м,!,I1,,,
аппетитик,неод,м,!,I1,,,
Арафат,одуш,м,!,I1,,,
Арлекин,одуш,м,!,I1,,,
армагеддон,неод,м,!,I1,,,
Арон,одуш,м,!,I1,,,
Арсен,одуш,м,!,I1,,,
Артем,одуш,м,!,I1,,,
Артур,одуш,м,!,I1,,,
Артурик,одуш,м,!,I1,,,
Артурчик,одуш,м,!,I1,,,
Афган,неод,м,!,I1,,,
Ахилл,одуш,м,!,I1,,,
Ахиллес,одуш,м,!,I1,,,
Ахмад,одуш,м,!,I1,,,
Ахмат,одуш,м,!,I1,,,
Ахмед,одуш,м,!,I1,,,
Ахмет,одуш,м,!,I1,,,
Ашот,одуш,м,!,I1,,,
Ашотик,одуш,м,!,I1,,,
Байкал,неод,м,!,I1,,,
Байрон,одуш,м,!,I1,,,
бакалавриат,неод,м,!,I1,,,
Бальзак,одуш,м,!,I1,,,
бан,неод,м,!,I1,,,
Барнаул,неод,м,!,I1,,,
Барт,одуш,м,!,I1,,,
Бахус,одуш,м,!,I1,,,
безнал,неод,м,!,I1,,,
Белл,одуш,м,!,I1,,,
Бен,одуш,м,!,I1,,,
Бенджамин,одуш,м,!,I1,,,
Берлин,неод,м,!,I1,,,
бесполезняк,неод,м,!,I1,,,
Билл,одуш,м,!,I1,,,
Биробиджан,неод,м,!,I1,,,
Боливар,одуш,м,!,I1,,,
Бонапарт,одуш,м,!,I1,,,
Борис,одуш,м,!,I1,,,
Бостон,неод,м,!,I1,,,
Брест,неод,м,!,I1,,,
брутализм,неод,м,!,I1,,,
Брюс,одуш,м,!,I1,,,
Брянск,неод,м,!,I1,,,
бутор,неод,м,!,I1,,,
Вагнер,одуш,м,!,I1,,,
Вадик,одуш,м,!,I1,,,
Вадим,одуш,м,!,I1,,,
Вакх,одуш,м,!,I1,,,
Валдис,одуш,м,!,I1,,,
Валентин,одуш,м,!,I1,,,
Валериан,одуш,м,!,I1,,,
Валерьян,одуш,м,!,I1,,,
Вальдемар,одуш,м,!,I1,,,
вампиризм,неод,м,!,I1,,,
варикоз,неод,м,!,I1,,,
Варлаам,одуш,м,!,I1,,,
Варлам,одуш,м,!,I1,,,
Ватикан,неод,м,!,I1,,,
Вахтанг,одуш,м,!,I1,,,
ваххабизм,неод,м,!,I1,,,
Вениамин,одуш,м,!,I1,,,
Венсан,одуш,м,!,I1,,,
Виктор,одуш,м,!,I1,,,
Винс,одуш,м,!,I1,,,
Винсент,одуш,м,!,I1,,,
Винчестер,одуш,м,!,I1,,,
Виссарион,одуш,м,!,I1,,,
Виталик,одуш,м,!,I1,,,
Вифлеем,неод,м,!,I1,,,
вишнуизм,неод,м,!,I1,,,
Влад,одуш,м,!,I1,,,
Влас,одуш,м,!,I1,,,
Вовик,одуш,м,!,I1,,,
Вовчик,одуш,м,!,I1,,,
Вольтер,одуш,м,!,I1,,,
вопеж,неод,м,!,I1,,,
вуайеризм,неод,м,!,I1,,,
выпивончик,неод,м,!,I1,,,
Вьетнам,неод,м,!,I1,,,
Гадес,одуш,м,!,I1,,,
галлюциноз,неод,м,!,I1,,,
Гамлет,одуш,м,!,I1,,,
Ганс,одуш,м,!,I1,,,
Гапон,одуш,м,!,I1,,,
Гарретт,одуш,м,!,I1,,,
Гаспар,одуш,м,!,I1,,,
Гвидон,одуш,м,!,I1,,,
Гейгер,одуш,м,!,I1,,,
Гек,одуш,м,!,I1,,,
Гектор,одуш,м,!,I1,,,
Гелиос,одуш,м,!,I1,,,
Гельмут,одуш,м,!,I1,,,
Герасим,одуш,м,!,I1,,,
Герман,одуш,м,!,I1,,,
Гермес,одуш,м,!,I1,,,
героинизм,неод,м,!,I1,,,
Герострат,одуш,м,!,I1,,,
Гийом,одуш,м,!,I1,,,
Гилберт,одуш,м,!,I1,,,
Гитлер,одуш,м,!,I1,,,
гламур,неод,м,!,I1,,,
Глаубер,одуш,м,!,I1,,,
Глеб,одуш,м,!,I1,,,
Гомер,одуш,м,!,I1,,,
госпел,неод,м,!,I1,,,
Губерт,одуш,м,!,I1,,,
Гумберт,одуш,м,!,I1,,,
гундеж,неод,м,!,I1,,,
Давид,одуш,м,!,I1,,,
Даг,одуш,м,!,I1,,,
дайвинг,неод,м,!,I1,,,
Дамаск,неод,м,!,I1,,,
Дамиан,одуш,м,!,I1,,,
Дамокл,одуш,м,!,I1,,,
Данил,одуш,м,!,I1,,,
Дарвин,одуш,м,!,I1,,,
дартс,неод,м,!,I1,,,
дебилизм,неод,м,!,I1,,,
Демид,одуш,м,!,I1,,,
Демьян,одуш,м,!,I1,,,
Денис,одуш,м,!,I1,,,
Деннис,одуш,м,!,I1,,,
деструктив,неод,м,!,I1,,,
Джабраил,одуш,м,!,I1,,,
Джамал,одуш,м,!,I1,,,
Джаспер,одуш,м,!,I1,,,
Джастин,одуш,м,!,I1,,,
Джафар,одуш,м,!,I1,,,
Джейк,одуш,м,!,I1,,,
Джейкоб,одуш,м,!,I1,,,
Джеймс,одуш,м,!,I1,,,
Джек,одуш,м,!,I1,,,
Джилберт,одуш,м,!,I1,,,
Джим,одуш,м,!,I1,,,
Джон,одуш,м,!,I1,,,
Джордан,одуш,м,!,I1,,,
Джохар,одуш,м,!,I1,,,
Джуд,одуш,м,!,I1,,,
Джулиан,одуш,м,!,I1,,,
Джулиус,одуш,м,!,I1,,,
дзен,неод,м,!,I1,,,
дзэн,неод,м,!,I1,,,
димедрольчик,неод,м,!,I1,,,
Димон,одуш,м,!,I1,,,
Дионис,одуш,м,!,I1,,,
дисбактериоз,неод,м,!,I1,,,
Днепр,неод,м,!,I1,,,
Днестр,неод,м,!,I1,,,
Доминик,одуш,м,!,I1,,,
Донбасс,неод,м,!,I1,,,
Донецк,неод,м,!,I1,,,
дубак,неод,м,!,I1,,,
Дуглас,одуш,м,!,I1,,,
Дэвид,одуш,м,!,I1,,,
Дэйв,одуш,м,!,I1,,,
Дэмиен,одуш,м,!,I1,,,
Дэниел,одуш,м,!,I1,,,
Еким,одуш,м,!,I1,,,
Емельян,одуш,м,!,I1,,,
Ермак,одуш,м,!,I1,,,
Ефрем,одуш,м,!,I1,,,
Жак,одуш,м,!,I1,,,
Жакоб,одуш,м,!,I1,,,
Жан,одуш,м,!,I1,,,
Ждан,одуш,м,!,I1,,,
Жерар,одуш,м,!,I1,,,
Жильбер,одуш,м,!,I1,,,
Жуан,одуш,м,!,I1,,,
Жюльен,одуш,м,!,I1,,,
Зак,одуш,м,!,I1,,,
Занзибар,неод,м,!,I1,,,
Захар,одуш,м,!,I1,,,
Зевс,одуш,м,!,I1,,,
Зосим,одуш,м,!,I1,,,
Иаков,одуш,м,!,I1,,,
Ибрагим,одуш,м,!,I1,,,
Ив,одуш,м,!,I1,,,
Игнат,одуш,м,!,I1,,,
игнор,неод,м,!,I1,,,
Иерихон,неод,м,!,I1,,,
Иерусалим,неод,м,!,I1,,,
Ижевск,неод,м,!,I1,,,
Измаил,неод,м,!,I1,,,
Израил,одуш,м,!,I1,,,
Израэл,одуш,м,!,I1,,,
Иисус,одуш,м,!,I1,,,
Иларион,одуш,м,!,I1,,,
Илларион,одуш,м,!,I1,,,
инвайроментализм,неод,м,!,I1,,,
Инд,неод,м,!,I1,,,
индустриал,неод,м,!,I1,,,
инжиниринг,неод,м,!,I1,,,
Иньяс,одуш,м,!,I1,,,
Иоахим,одуш,м,!,I1,,,
Иов,одуш,м,!,I1,,,
Иоганн,одуш,м,!,I1,,,
Иордан,неод,м,!,I1,,,
Ирак,неод,м,!,I1,,,
Иран,неод,м,!,I1,,,
Иркутск,неод,м,!,I1,,,
Исаак,одуш,м,!,I1,,,
Исидор,одуш,м,!,I1,,,
Ицхак,одуш,м,!,I1,,,
Йемен,неод,м,!,I1,,,
Йорк,неод,м,!,I1,,,
Йохан,одуш,м,!,I1,,,
Йоханнес,одуш,м,!,I1,,,
Кавказ,неод,м,!,I1,,,
кадреж,неод,м,!,I1,,,
Кадыр,одуш,м,!,I1,,,
Каин,одуш,м,!,I1,,,
Каир,неод,м,!,I1,,,
Кальвин,одуш,м,!,I1,,,
Камерун,неод,м,!,I1,,,
каннабис,неод,м,!,I1,,,
Карл,одуш,м,!,I1,,,
Карлос,одуш,м,!,I1,,,
Карфаген,неод,м,!,I1,,,
Кассиан,одуш,м,!,I1,,,
Касьян,одуш,м,!,I1,,,
Кашмир,неод,м,!,I1,,,
Квинт,одуш,м,!,I1,,,
Кельвин,одуш,м,!,I1,,,
Кельн,неод,м,!,I1,,,
Кертис,одуш,м,!,I1,,,
киднепинг,неод,м,!,I1,,,
Киев,неод,м,!,I1,,,
Киллиан,одуш,м,!,I1,,,
Кипр,неод,м,!,I1,,,
Кир,одуш,м,!,I1,,,
Кирилл,одуш,м,!,I1,,,
Киров,неод,м,!,I1,,,
Клаус,одуш,м,!,I1,,,
Клемент,одуш,м,!,I1,,,
Клим,одуш,м,!,I1,,,
Климент,одуш,м,!,I1,,,
Клод,одуш,м,!,I1,,,
кляр,неод,м,!,I1,,,
Колчак,одуш,м,!,I1,,,
Колян,одуш,м,!,I1,,,
Колясик,одуш,м,!,I1,,,
коматоз,неод,м,!,I1,,,
Кондрат,одуш,м,!,I1,,,
Конрад,одуш,м,!,I1,,,
консалтинг,неод,м,!,I1,,,
Констанс,одуш,м,!,I1,,,
Константин,одуш,м,!,I1,,,
конструктив,неод,м,!,I1,,,
контент,неод,м,!,I1,,,
конфискат,неод,м,!,I1,,,
Корнелиус,одуш,м,!,I1,,,
Костик,одуш,м,!,I1,,,
Краков,неод,м,!,I1,,,
креатив,неод,м,!,I1,,,
Крис,одуш,м,!,I1,,,
Кристиан,одуш,м,!,I1,,,
Крит,неод,м,!,I1,,,
крупняк,неод,м,!,I1,,,
Крым,неод,м,!,I1,,,
Кувейт,неод,м,!,I1,,,
Кузьмич,одуш,м,!,I1,,,
Куприян,одуш,м,!,I1,,,
Курбан,одуш,м,!,I1,,,
Курск,неод,м,!,I1,,,
Курт,одуш,м,!,I1,,,
Лаос,неод,м,!,I1,,,
Ларион,одуш,м,!,I1,,,
Ларс,одуш,м,!,I1,,,
Леон,одуш,м,!,I1,,,
Леопольд,одуш,м,!,I1,,,
Лесбос,неод,м,!,I1,,,
Ливан,неод,м,!,I1,,,
лизинг,неод,м,!,I1,,,
Липецк,неод,м,!,I1,,,
лифтинг,неод,м,!,I1,,,
Лондон,неод,м,!,I1,,,
Лоран,одуш,м,!,I1,,,
Лоренс,одуш,м,!,I1,,,
Лоуренс,одуш,м,!,I1,,,
Луис,одуш,м,!,I1,,,
Лукич,одуш,м,!,I1,,,
Лукулл,одуш,м,!,I1,,,
Лукьян,одуш,м,!,I1,,,
Льюис,одуш,м,!,I1,,,
Людвиг,одуш,м,!,I1,,,
Людовик,одуш,м,!,I1,,,
Люсьен,одуш,м,!,I1,,,
Лютер,одуш,м,!,I1,,,
Магадан,неод,м,!,I1,,,
Магомет,одуш,м,!,I1,,,
Майк,одуш,м,!,I1,,,
Майкл,одуш,м,!,I1,,,
Майкоп,неод,м,!,I1,,,
Макар,одуш,м,!,I1,,,
Макс,одуш,м,!,I1,,,
Максим,одуш,м,!,I1,,,
Мануил,одуш,м,!,I1,,,
Манчестер,неод,м,!,I1,,,
Марек,одуш,м,!,I1,,,
Марк,одуш,м,!,I1,,,
Маркел,одуш,м,!,I1,,,
Маркелл,одуш,м,!,I1,,,
Маркс,одуш,м,!,I1,,,
Маркус,одуш,м,!,I1,,,
Марс,одуш,м,!,I1,,,
Мартин,одуш,м,!,I1,,,
Мартын,одуш,м,!,I1,,,
мастеринг,неод,м,!,I1,,,
Матиас,одуш,м,!,I1,,,
Махмуд,одуш,м,!,I1,,,
мерчендайзинг,неод,м,!,I1,,,
мессалинизм,неод,м,!,I1,,,
Минск,неод,м,!,I1,,,
Мирон,одуш,м,!,I1,,,
Модест,одуш,м,!,I1,,,
Мольер,одуш,м,!,I1,,,
Морган,одуш,м,!,I1,,,
Мохаммед,одуш,м,!,I1,,,
Мурат,одуш,м,!,I1,,,
Муром,неод,м,!,I1,,,
Мухаммед,одуш,м,!,I1,,,
мухлеж,неод,м,!,I1,,,
Назар,одуш,м,!,I1,,,
Назарет,неод,м,!,I1,,,
наивняк,неод,м,!,I1,,,
Найджел,одуш,м,!,I1,,,
Нальчик,неод,м,!,I1,,,
Натан,одуш,м,!,I1,,,
Наум,одуш,м,!,I1,,,
нафтизин,неод,м,!,I1,,,
Нейл,одуш,м,!,I1,,,
Непал,неод,м,!,I1,,,
непрофессионализм,неод,м,!,I1,,,
Нептун,одуш,м,!,I1,,,
Нерон,одуш,м,!,I1,,,
Нестор,одуш,м,!,I1,,,
Ник,одуш,м,!,I1,,,
Николас,одуш,м,!,I1,,,
Никон,одуш,м,!,I1,,,
Нильс,одуш,м,!,I1,,,
нубук,неод,м,!,I1,,,
нудеж,неод,м,!,I1,,,
объедон,неод,м,!,I1,,,
Ованес,одуш,м,!,I1,,,
Огюст,одуш,м,!,I1,,,
Оксфорд,неод,м,!,I1,,,
Октав,одуш,м,!,I1,,,
Октавиан,одуш,м,!,I1,,,
Олег,одуш,м,!,I1,,,
Оливер,одуш,м,!,I1,,,
Олимп,неод,м,!,I1,,,
Омск,неод,м,!,I1,,,
Онан,одуш,м,!,I1,,,
Онисим,одуш,м,!,I1,,,
опохмел,неод,м,!,I1,,,
Орест,одуш,м,!,I1,,,
Орион,одуш,м,!,I1,,,
Осип,одуш,м,!,I1,,,
Осман,одуш,м,!,I1,,,
Остин,одуш,м,!,I1,,,
Павлик,одуш,м,!,I1,,,
Парадиз,неод,м,!,I1,,,
парацетамол,неод,м,!,I1,,,
Парнас,неод,м,!,I1,,,
Парфен,одуш,м,!,I1,,,
Парфенон,неод,м,!,I1,,,
Пархом,одуш,м,!,I1,,,
Патрик,одуш,м,!,I1,,,
Пахом,одуш,м,!,I1,,,
Пегас,одуш,м,!,I1,,,
Пекин,неод,м,!,I1,,,
Пенджаб,неод,м,!,I1,,,
Петер,одуш,м,!,I1,,,
Петр,одуш,м,!,I1,,,
петтинг,неод,м,!,I1,,,
пилинг,неод,м,!,I1,,,
Пимен,одуш,м,!,I1,,,
Пирр,одуш,м,!,I1,,,
пирсинг,неод,м,!,I1,,,
Питер,одуш,м,!,I1,,,
Пифагор,одуш,м,!,I1,,,
Платон,одуш,м,!,I1,,,
пловчик,неод,м,!,I1,,,
Плутон,одуш,м,!,I1,,,
поддув,неод,м,!,I1,,,
попкорн,неод,м,!,I1,,,
популизм,неод,м,!,I1,,,
Посейдон,одуш,м,!,I1,,,
Потап,одуш,м,!,I1,,,
поэтизм,неод,м,!,I1,,,
Прованс,неод,м,!,I1,,,
Прокл,одуш,м,!,I1,,,
Прокруст,одуш,м,!,I1,,,
Протас,одуш,м,!,I1,,,
профицит,неод,м,!,I1,,,
Прохор,одуш,м,!,I1,,,
Псков,неод,м,!,I1,,,
Пьер,одуш,м,!,I1,,,
Рамзан,одуш,м,!,I1,,,
расслабон,неод,м,!,I1,,,
рафтинг,неод,м,!,I1,,,
Рашид,одуш,м,!,I1,,,
Рейн,неод,м,!,I1,,,
Рейх,неод,м,!,I1,,,
рекрутинг,неод,м,!,I1,,,
релакс,неод,м,!,I1,,,
ремастеринг,неод,м,!,I1,,,
Ренат,одуш,м,!,I1,,,
рестлинг,неод,м,!,I1,,,
Рик,одуш,м,!,I1,,,
Рим,неод,м,!,I1,,,
Ринат,одуш,м,!,I1,,,
Родик,одуш,м,!,I1,,,
Родион,одуш,м,!,I1,,,
Родос,неод,м,!,I1,,,
Рожер,одуш,м,!,I1,,,
Ромул,одуш,м,!,I1,,,
Ростов,неод,м,!,I1,,,
Ротшильд,одуш,м,!,I1,,,
Рудик,одуш,м,!,I1,,,
Руслан,одуш,м,!,I1,,,
Рустик,одуш,м,!,I1,,,
Рутгер,одуш,м,!,I1,,,
рэп,неод,м,!,I1,,,
Сабит,одуш,м,!,I1,,,
Саддам,одуш,м,!,I1,,,
Саид,одуш,м,!,I1,,,
Саймон,одуш,м,!,I1,,,
Салават,одуш,м,!,I1,,,
Салехард,неод,м,!,I1,,,
Сальвадор,одуш,м,!,I1,,,
Саранск,неод,м,!,I1,,,
Саратов,неод,м,!,I1,,,
Саркис,одуш,м,!,I1,,,
Сатурн,одуш,м,!,I1,,,
саунд,неод,м,!,I1,,,
Сахалин,неод,м,!,I1,,,
Свердловск,неод,м,!,I1,,,
светик,одуш,м,!,I1,,,
Свирид,одуш,м,!,I1,,,
сволочизм,неод,м,!,I1,,,
Себастиан,одуш,м,!,I1,,,
Себастьян,одуш,м,!,I1,,,
Севастьян,одуш,м,!,I1,,,
Селиван,одуш,м,!,I1,,,
Селиверст,одуш,м,!,I1,,,
Селифан,одуш,м,!,I1,,,
Семен,одуш,м,!,I1,,,
семплинг,неод,м,!,I1,,,
Сенегал,неод,м,!,I1,,,
Сиам,неод,м,!,I1,,,
Сидор,одуш,м,!,I1,,,
Сильвер,одуш,м,!,I1,,,
Сильвестр,одуш,м,!,I1,,,
Симеон,одуш,м,!,I1,,,
Симон,одуш,м,!,I1,,,
Сион,неод,м,!,I1,,,
Сирил,одуш,м,!,I1,,,
Сириус,неод,м,!,I1,,,
скрининг,неод,м,!,I1,,,
Славик,одуш,м,!,I1,,,
Смоленск,неод,м,!,I1,,,
Содом,неод,м,!,I1,,,
Созон,одуш,м,!,I1,,,
Соломон,одуш,м,!,I1,,,
Солярис,неод,м,!,I1,,,
Спартак,одуш,м,!,I1,,,
Спиридон,одуш,м,!,I1,,,
Стас,одуш,м,!,I1,,,
стеб,неод,м,!,I1,,,
Степан,одуш,м,!,I1,,,
Стефан,одуш,м,!,I1,,,
Стив,одуш,м,!,I1,,,
Стивен,одуш,м,!,I1,,,
стоп,неод,м,!,I1,,,
стрем,неод,м,!,I1,,,
сугрев,неод,м,!,I1,,,
Судан,неод,м,!,I1,,,
Сулейман,одуш,м,!,I1,,,
Сыктывкар,неод,м,!,I1,,,
Сэм,одуш,м,!,I1,,,
Талибан,неод,м,!,I1,,,
Тамбов,неод,м,!,I1,,,
Танатос,одуш,м,!,I1,,,
Тантал,одуш,м,!,I1,,,
тантризм,неод,м,!,I1,,,
Тарас,одуш,м,!,I1,,,
Тарзан,одуш,м,!,I1,,,
Тартар,неод,м,!,I1,,,
тархунчик,неод,м,!,I1,,,
Тауэр,неод,м,!,I1,,,
Темик,одуш,м,!,I1,,,
Теренс,одуш,м,!,I1,,,
Техас,неод,м,!,I1,,,
Тибет,неод,м,!,I1,,,
Тибр,неод,м,!,I1,,,
Тигран,одуш,м,!,I1,,,
Тим,одуш,м,!,I1,,,
Тимур,одуш,м,!,I1,,,
Тихон,одуш,м,!,I1,,,
Толик,одуш,м,!,I1,,,
Толян,одуш,м,!,I1,,,
Томас,одуш,м,!,I1,,,
Томск,неод,м,!,I1,,,
Тофик,одуш,м,!,I1,,,
Третьяк,одуш,м,!,I1,,,
Трифон,одуш,м,!,I1,,,
Тунис,неод,м,!,I1,,,
Турин,неод,м,!,I1,,,
Уилл,одуш,м,!,I1,,,
Ульян,одуш,м,!,I1,,,
Ульяновск,неод,м,!,I1,,,
Умар,одуш,м,!,I1,,,
Уолт,одуш,м,!,I1,,,
Урал,неод,м,!,I1,,,
Усман,одуш,м,!,I1,,,
Устин,одуш,м,!,I1,,,
Уэльс,неод,м,!,I1,,,
Фаренгейт,одуш,м,!,I1,,,
Фауст,одуш,м,!,I1,,,
Феликс,одуш,м,!,I1,,,
Феникс,одуш,м,!,I1,,,
Фил,одуш,м,!,I1,,,
Филимон,одуш,м,!,I1,,,
фистинг,неод,м,!,I1,,,
фитнес,неод,м,!,I1,,,
флоризм,неод,м,!,I1,,,
фолк,неод,м,!,I1,,,
Фомич,одуш,м,!,I1,,,
Франтишек,одуш,м,!,I1,,,
Франциск,одуш,м,!,I1,,,
франчайзинг,неод,м,!,I1,,,
Фред,одуш,м,!,I1,,,
Фрейд,одуш,м,!,I1,,,
Фрэнк,одуш,м,!,I1,,,
Фрэнсис,одуш,м,!,I1,,,
фьюжн,неод,м,!,I1,,,
Хабаровск,неод,м,!,I1,,,
Хайнрих,одуш,м,!,I1,,,
Хайнрих,одуш,м,!,I1,,,
Ханс,одуш,м,!,I1,,,
Хасан,одуш,м,!,I1,,,
хаус,неод,м,!,I1,,,
Хельмут,одуш,м,!,I1,,,
Хесус,одуш,м,!,I1,,,
хип-хоп,неод,м,!,I1,,,
Хлодвиг,одуш,м,!,I1,,,
Хоакин,одуш,м,!,I1,,,
Хошимин,неод,м,!,I1,,,
Христиан,одуш,м,!,I1,,,
Хуан,одуш,м,!,I1,,,
Хуберт,одуш,м,!,I1,,,
Цейлон,неод,м,!,I1,,,
цетан,неод,м,!,I1,,,
цигун,неод,м,!,I1,,,
Цимлянск,неод,м,!,I1,,,
Цицерон,одуш,м,!,I1,,,
Чарльз,одуш,м,!,I1,,,
Челябинск,неод,м,!,I1,,,
Чингиз,одуш,м,!,I1,,,
шенген,неод,м,!,I1,,,
Шимон,одуш,м,!,I1,,,
Шон,одуш,м,!,I1,,,
Шопен,одуш,м,!,I1,,,
шопинг,неод,м,!,I1,,,
Штефан,одуш,м,!,I1,,,
Эван,одуш,м,!,I1,,,
Эдем,неод,м,!,I1,,,
Эдик,одуш,м,!,I1,,,
Эдип,одуш,м,!,I1,,,
Эзоп,одуш,м,!,I1,,,
Эквадор,неод,м,!,I1,,,
экзорцизм,неод,м,!,I1,,,
эксклюзив,неод,м,!,I1,,,
экстрим,неод,м,!,I1,,,
Элизиум,неод,м,!,I1,,,
Эммануил,одуш,м,!,I1,,,
энурез,неод,м,!,I1,,,
Эпикур,одуш,м,!,I1,,,
Эразм,одуш,м,!,I1,,,
Эрнест,одуш,м,!,I1,,,
Эрнст,одуш,м,!,I1,,,
Эрот,одуш,м,!,I1,,,
эскапизм,неод,м,!,I1,,,
Эстебан,одуш,м,!,I1,,,
Этьен,одуш,м,!,I1,,,
эякулят,неод,м,!,I1,,,
Юлиан,одуш,м,!,I1,,,
Юстин,одуш,м,!,I1,,,
Юстиниан,одуш,м,!,I1,,,
Юхан,одуш,м,!,I1,,,
Яким,одуш,м,!,I1,,,
Яков,одуш,м,!,I1,,,
Якуб,одуш,м,!,I1,,,
Якутск,неод,м,!,I1,,,
Ямал,неод,м,!,I1,,,
Ян,одуш,м,!,I1,,,
Янис,одуш,м,!,I1,,,
Янус,одуш,м,!,I1,,,
яхтинг,неод,м,!,I1,,,
авансик,неод,м,,I1,мн,,I1
агрегатик,неод,м,,I1,мн,,I1
алтарник,одуш,м,,I1,мн,,I1
альтернативщик,одуш,м,,I1,мн,,I1
альфонсик,одуш,м,,I1,мн,,I1
амулетик,неод,м,,I1,мн,,I1
амурчик,одуш,м,,I1,мн,,I1
анаболик,неод,м,,I1,мн,,I1
анорак,неод,м,,I1,мн,,I1
антенщик,одуш,м,,I1,мн,,I1
аранжировщик,одуш,м,,I1,мн,,I1
афродизиак,неод,м,,I1,мн,,I1
баклажанчик,неод,м,,I1,мн,,I1
барбосик,одуш,м,,I1,мн,,I1
барсик,одуш,м,,I1,мн,,I1
бегемотик,одуш,м,,I1,мн,,I1
бейджик,неод,м,,I1,мн,,I1
беляшик,неод,м,,I1,мн,,I1
беспредельщик,одуш,м,,I1,мн,,I1
блатняк,неод,м,,I1,мн,,I1
Боинг,неод,м,,I1,мн,,I1
большак,одуш,м,,I1,мн,,I1
борщик,неод,м,,I1,мн,,I1
брикетик,неод,м,,I1,мн,,I1
брюнетик,одуш,м,,I1,мн,,I1
буржуйчик,одуш,м,,I1,мн,,I1
бурьянник,неод,м,,I1,мн,,I1
бутик,неод,м,,I1,мн,,I1
бэджик,неод,м,,I1,мн,,I1
варанчик,одуш,м,,I1,мн,,I1
вахтовик,одуш,м,,I1,мн,,I1
вентиляторщик,одуш,м,,I1,мн,,I1
вентиляционщик,одуш,м,,I1,мн,,I1
видак,неод,м,,I1,мн,,I1
воланчик,неод,м,,I1,мн,,I1
гадюшник,неод,м,,I1,мн,,I1
галерейщик,одуш,м,,I1,мн,,I1
гаражик,неод,м,,I1,мн,,I1
гардеробчик,неод,м,,I1,мн,,I1
глазастик,одуш,м,,I1,мн,,I1
глюк,неод,м,,I1,мн,,I1
говнюк,одуш,м,,I1,мн,,I1
гонорарчик,неод,м,,I1,мн,,I1
гротик,неод,м,,I1,мн,,I1
грузик,неод,м,,I1,мн,,I1
гуляшик,неод,м,,I1,мн,,I1
диатезник,одуш,м,,I1,мн,,I1
жмурик,одуш,м,,I1,мн,,I1
заварник,неод,м,,I1,мн,,I1
зазорчик,неод,м,,I1,мн,,I1
закусончик,неод,м,,I1,мн,,I1
змеюшник,неод,м,,I1,мн,,I1
зэк,одуш,м,,I1,мн,,I1
зюзик,одуш,м,,I1,мн,,I1
инструментик,неод,м,,I1,мн,,I1
инцидентик,неод,м,,I1,мн,,I1
кальянчик,неод,м,,I1,мн,,I1
карабинчик,неод,м,,I1,мн,,I1
кассетник,неод,м,,I1,мн,,I1
кастинг,неод,м,,I1,мн,,I1
катафальщик,одуш,м,,I1,мн,,I1
квартирник,неод,м,,I1,мн,,I1
кексик,неод,м,,I1,мн,,I1
кефирчик,неод,м,,I1,мн,,I1
кидальщик,одуш,м,,I1,мн,,I1
клавишник,одуш,м,,I1,мн,,I1
козлятник,неод,м,,I1,мн,,I1
кокаинщик,одуш,м,,I1,мн,,I1
комбинезончик,неод,м,,I1,мн,,I1
контрактник,одуш,м,,I1,мн,,I1
концертик,неод,м,,I1,мн,,I1
кооперативщик,одуш,м,,I1,мн,,I1
косильщик,одуш,м,,I1,мн,,I1
кроссовик,одуш,м,,I1,мн,,I1
кротик,одуш,м,,I1,мн,,I1
крысятник,неод,м,,I1,мн,,I1
курсовик,неод,м,,I1,мн,,I1
кусманчик,неод,м,,I1,мн,,I1
кутежник,одуш,м,,I1,мн,,I1
лабух,одуш,м,,I1,мн,,I1
