name,Inf_0,Inf_1,Inf_2,Inf_3,Inf_4,Inf_5,Inf_6
сестринство,неод,с,!,I5,,,
скупердяйство,неод,с,!,I5,,,
смертничество,неод,с,!,I5,,,
состояньишко,неод,с,!,I5,,,
соучредительство,неод,с,!,I5,,,
спонсорство,неод,с,!,I5,,,
стукачество,неод,с,!,I5,,,
управленчество,неод,с,!,I5,,,
услужничество,неод,с,!,I5,,,
фанатство,неод,с,!,I5,,,
хакерство,неод,с,!,I5,,,
хамло,одуш,с,!,I5,,,
ханыжничество,неод,с,!,I5,,,
хапужничество,неод,с,!,I5,,,
хилерство,неод,с,!,I5,,,
хохмачество,неод,с,!,I5,,,
чабанство,неод,с,!,I5,,,
полотенчико,неод,с,,I5,мн,,I1
одеялко,неод,с,,I5,мн,,I13о
воротило,неод,с,,I5,мн,,IV6
хлебало,неод,с,,I5,мн,,IV6
хуило,неод,с,,I5,мн,,IV6
дворишко,неод,м,,I5&II2*,мн,,I13е**
документишко,неод,м,,I5&II2*,,,
мостишко,неод,м,,I5&II2*,,,
патронишко,неод,м,,I5&II2*,,,
рублишко,неод,м,,I5&II2*,,,
хвостишко,неод,м,,I5&II2*,,,
часишко,неод,м,,I5&II2*,,,
графье,одуш,с,!,I6,,,
жлобье,одуш,с,!,I6,,,
Закарпатье,неод,с,!,I6,,,
Заполярье,неод,с,!,I6,,,
Запорожье,неод,с,!,I6,,,
новье,неод,с,!,I6,,,
пацанье,одуш,с,!,I6,,,
Подмосковье,неод,с,!,I6,,,
Приамурье,неод,с,!,I6,,,
Прикарпатье,неод,с,!,I6,,,
Приуралье,неод,с,!,I6,,,
прожитье,неод,с,!,I6,,,
сранье,неод,с,!,I6,,,
ссанье,неод,с,!,I6,,,
тупье,одуш,с,!,I6,,,
шмотье,неод,с,!,I6,,,
забугорье,неод,с,,I6,мн,,III12
зазеркалье,неод,с,,I6,мн,,III12
отличье,неод,с,,I6,мн,,III12
подбрюшье,неод,с,,I6,мн,,III12
пожатье,неод,с,,I6,мн,,III12
гноище,неод,м,!,I7,,,
жалованьице,неод,с,!,I7,,,
заборище,неод,м,!,I7,,,
прощеньице,неод,с,!,I7,,,
поздравленьице,неод,с,,I7,мн,,IV6
сиденьице,неод,с,,I7,мн,,IV6
амбарище,неод,м,,I7,мн,,IV6+I13
хуище,неод,м,,I7,мн,,IV6+I13
штормище,неод,м,,I7,мн,,IV6+I13
Августа,одуш,ж,!,II1,,,
Августина,одуш,ж,!,II1,,,
Аврора,одуш,ж,!,II1,,,
Агата,одуш,ж,!,II1,,,
Агнесса,одуш,ж,!,II1,,,
Аграфена,одуш,ж,!,II1,,,
Агриппина,одуш,ж,!,II1,,,
Ада,одуш,ж,!,II1,,,
Аделина,одуш,ж,!,II1,,,
Адриана,одуш,ж,!,II1,,,
Аза,одуш,ж,!,II1,,,
Азиза,одуш,ж,!,II1,,,
Айседора,одуш,ж,!,II1,,,
Аксюта,одуш,м,!,II1,,,
Акулина,одуш,ж,!,II1,,,
Алевтина,одуш,ж,!,II1,,,
Алена,одуш,ж,!,II1,,,
Алина,одуш,ж,!,II1,,,
Алиса,одуш,ж,!,II1,,,
Алла,одуш,ж,!,II1,,,
Алма-Ата,неод,ж,!,II1,,,
Альбина,одуш,ж,!,II1,,,
Аманда,одуш,ж,!,II1,,,
Анапа,неод,ж,!,II1,,,
Ангела,одуш,ж,!,II1,,,
Ангелина,одуш,ж,!,II1,,,
Ангола,неод,ж,!,II1,,,
ангора,неод,ж,!,II1,,,
Анджела,одуш,ж,!,II1,,,
Анджелина,одуш,ж,!,II1,,,
Андриана,одуш,ж,!,II1,,,
Анжела,одуш,ж,!,II1,,,
Анкара,неод,ж,!,II1,,,
Анна,одуш,ж,!,II1,,,
Антанта,неод,ж,!,II1,,,
Антонина,одуш,ж,!,II1,,,
Анюта,одуш,ж,!,II1,,,
аппассионата,неод,ж,!,II1,,,
Аргентина,неод,ж,!,II1,,,
Ариадна,одуш,ж,!,II1,,,
Арина,одуш,ж,!,II1,,,
Ароновна,одуш,ж,!,II1,,,
Артемида,одуш,ж,!,II1,,,
Атлантида,неод,ж,!,II1,,,
Афанасьевна,одуш,ж,!,II1,,,
Афродита,одуш,ж,!,II1,,,
Бабетта,одуш,ж,!,II1,,,
Барбара,одуш,ж,!,II1,,,
Батьковна,одуш,ж,!,II1,,,
Белла,одуш,ж,!,II1,,,
Берта,одуш,ж,!,II1,,,
Бирма,неод,ж,!,II1,,,
Брахма,одуш,ж,!,II1,,,
бредятина,неод,ж,!,II1,,,
буба,неод,ж,!,II1,,,
Будда,одуш,м,!,II1,,,
буйволятина,неод,ж,!,II1,,,
Бухара,неод,ж,!,II1,,,
Валентина,одуш,ж,!,II1,,,
Валера,одуш,м,!,II1,,,
Ванда,одуш,ж,!,II1,,,
Варвара,одуш,ж,!,II1,,,
Варнава,одуш,м,!,II1,,,
Варшава,неод,ж,!,II1,,,
Василина,одуш,ж,!,II1,,,
Василиса,одуш,ж,!,II1,,,
Васса,одуш,ж,!,II1,,,
Васюта,одуш,м,!,II1,,,
Венера,одуш,ж,!,II1,,,
Венесуэла,неод,ж,!,II1,,,
Веста,одуш,ж,!,II1,,,
виагра,неод,ж,!,II1,,,
винда,неод,ж,!,II1,,,
Виолетта,одуш,ж,!,II1,,,
Влада,одуш,ж,!,II1,,,
Владимирщина,неод,ж,!,II1,,,
Вова,одуш,м,!,II1,,,
водяра,неод,ж,!,II1,,,
Вологда,неод,ж,!,II1,,,
Вольта,одуш,м,!,II1,,,
вшивота,неод,ж,!,II1,,,
Гаврила,одуш,м,!,II1,,,
Галина,одуш,ж,!,II1,,,
Гана,неод,ж,!,II1,,,
Гватемала,неод,ж,!,II1,,,
Гена,одуш,м,!,II1,,,
Генриетта,одуш,ж,!,II1,,,
Герасимовна,одуш,ж,!,II1,,,
Герда,одуш,ж,!,II1,,,
Гертруда,одуш,ж,!,II1,,,
Гиневра,одуш,ж,!,II1,,,
Голгофа,неод,ж,!,II1,,,
Гоморра,неод,ж,!,II1,,,
Грета,одуш,ж,!,II1,,,
Дайана,одуш,ж,!,II1,,,
Дана,одуш,ж,!,II1,,,
Данила,одуш,м,!,II1,,,
Даниэла,одуш,ж,!,II1,,,
Дебора,одуш,ж,!,II1,,,
Дебра,одуш,ж,!,II1,,,
деза,неод,ж,!,II1,,,
Дема,одуш,м,!,II1,,,
Деметра,одуш,ж,!,II1,,,
Дженна,одуш,ж,!,II1,,,
Джиневра,одуш,ж,!,II1,,,
Джоанна,одуш,ж,!,II1,,,
Джулиана,одуш,ж,!,II1,,,
Джульетта,одуш,ж,!,II1,,,
Диана,одуш,ж,!,II1,,,
Дима,одуш,м,!,II1,,,
Дина,одуш,ж,!,II1,,,
Донелла,одуш,ж,!,II1,,,
Дора,одуш,ж,!,II1,,,
дьяволиада,неод,ж,!,II1,,,
Ева,одуш,ж,!,II1,,,
Екатерина,одуш,ж,!,II1,,,
Елена,одуш,ж,!,II1,,,
Елисавета,одуш,ж,!,II1,,,
Ерема,одуш,м,!,II1,,,
Жанетта,одуш,ж,!,II1,,,
Жанна,одуш,ж,!,II1,,,
Женева,неод,ж,!,II1,,,
Жозефина,одуш,ж,!,II1,,,
Жюстина,одуш,ж,!,II1,,,
Заратустра,одуш,м,!,II1,,,
Зина,одуш,ж,!,II1,,,
Зинаида,одуш,ж,!,II1,,,
Зосима,одуш,м,!,II1,,,
Ивановна,одуш,ж,!,II1,,,
Ивета,одуш,ж,!,II1,,,
Иветта,одуш,ж,!,II1,,,
Ивонна,одуш,ж,!,II1,,,
Игоревна,одуш,ж,!,II1,,,
Ида,одуш,ж,!,II1,,,
Иегова,одуш,м,!,II1,,,
Иза,одуш,ж,!,II1,,,
Изабелла,одуш,ж,!,II1,,,
Изида,одуш,ж,!,II1,,,
Илона,одуш,ж,!,II1,,,
Инесса,одуш,ж,!,II1,,,
Инна,одуш,ж,!,II1,,,
инфа,неод,ж,!,II1,,,
Иоанновна,одуш,ж,!,II1,,,
Ира,одуш,ж,!,II1,,,
Ираида,одуш,ж,!,II1,,,
Ирена,одуш,ж,!,II1,,,
Ирина,одуш,ж,!,II1,,,
Ирма,одуш,ж,!,II1,,,
Ироида,одуш,ж,!,II1,,,
Ирэна,одуш,ж,!,II1,,,
Иса,одуш,м,!,II1,,,
Исида,одуш,ж,!,II1,,,
Йошкар-Ола,неод,ж,!,II1,,,
Калькутта,неод,ж,!,II1,,,
Кама,неод,ж,!,II1,,,
Камилла,одуш,ж,!,II1,,,
Канада,неод,ж,!,II1,,,
Капитолина,одуш,ж,!,II1,,,
Карина,одуш,ж,!,II1,,,
Карловна,одуш,ж,!,II1,,,
Каролина,одуш,ж,!,II1,,,
Катарина,одуш,ж,!,II1,,,
Катерина,одуш,ж,!,II1,,,
Киевщина,неод,ж,!,II1,,,
Кира,одуш,ж,!,II1,,,
Клава,одуш,ж,!,II1,,,
Клара,одуш,ж,!,II1,,,
Клариса,одуш,ж,!,II1,,,
Клементина,одуш,ж,!,II1,,,
Козма,одуш,м,!,II1,,,
Козьма,одуш,м,!,II1,,,
Коломна,неод,ж,!,II1,,,
Колыма,неод,ж,!,II1,,,
Косма,одуш,м,!,II1,,,
Коста,одуш,м,!,II1,,,
Кострома,неод,ж,!,II1,,,
Кристина,одуш,ж,!,II1,,,
Кришна,одуш,м,!,II1,,,
Куба,неод,ж,!,II1,,,
Кузьма,одуш,м,!,II1,,,
Кузьминична,одуш,ж,!,II1,,,
Купала,одуш,м,!,II1,,,
Кьяра,одуш,ж,!,II1,,,
Лайза,одуш,ж,!,II1,,,
Лайла,одуш,ж,!,II1,,,
Лайма,одуш,ж,!,II1,,,
Лара,одуш,ж,!,II1,,,
Лариса,одуш,ж,!,II1,,,
Лаура,одуш,ж,!,II1,,,
Лева,одуш,м,!,II1,,,
Лейла,одуш,ж,!,II1,,,
Лена,одуш,ж,!,II1,,,
Лера,одуш,ж,!,II1,,,
Лида,одуш,ж,!,II1,,,
Лиза,одуш,ж,!,II1,,,
Лизавета,одуш,ж,!,II1,,,
Лина,одуш,ж,!,II1,,,
Литва,неод,ж,!,II1,,,
лихва,неод,ж,!,II1,,,
Лора,одуш,ж,!,II1,,,
Луиза,одуш,ж,!,II1,,,
Луизиана,одуш,ж,!,II1,,,
Лукинична,одуш,ж,!,II1,,,
Львовна,одуш,ж,!,II1,,,
Люба,одуш,ж,!,II1,,,
Любава,одуш,ж,!,II1,,,
Люда,одуш,ж,!,II1,,,
Люсинда,одуш,ж,!,II1,,,
Магда,одуш,ж,!,II1,,,
Магдалена,одуш,ж,!,II1,,,
Магдалина,одуш,ж,!,II1,,,
Мадейра,неод,ж,!,II1,,,
Макаровна,одуш,ж,!,II1,,,
Мальвина,одуш,ж,!,II1,,,
Мальта,неод,ж,!,II1,,,
Мануэла,одуш,ж,!,II1,,,
Марковна,одуш,ж,!,II1,,,
Марсельеза,неод,ж,!,II1,,,
Марта,одуш,ж,!,II1,,,
Мартина,одуш,ж,!,II1,,,
Марфа,одуш,ж,!,II1,,,
Матрена,одуш,ж,!,II1,,,
Махачкала,неод,ж,!,II1,,,
Мелисса,одуш,ж,!,II1,,,
ментура,неод,ж,!,II1,,,
Мессалина,одуш,ж,!,II1,,,
Микита,одуш,м,!,II1,,,
Микола,одуш,м,!,II1,,,
Михайла,одуш,м,!,II1,,,
Молдова,неод,ж,!,II1,,,
Монтана,неод,ж,!,II1,,,
Москва,неод,ж,!,II1,,,
моцартиана,неод,ж,!,II1,,,
Муса,одуш,м,!,II1,,,
Настена,одуш,ж,!,II1,,,
Ната,одуш,ж,!,II1,,,
Нева,неод,ж,!,II1,,,
нецензурщина,неод,ж,!,II1,,,
Никита,одуш,м,!,II1,,,
Никитична,одуш,ж,!,II1,,,
Никола,одуш,м,!,II1,,,
Николаевна,одуш,ж,!,II1,,,
Николетта,одуш,ж,!,II1,,,
Нина,одуш,ж,!,II1,,,
нитра,неод,ж,!,II1,,,
Нонна,одуш,ж,!,II1,,,
нудятина,неод,ж,!,II1,,,
Нюра,одуш,ж,!,II1,,,
Нюта,одуш,ж,!,II1,,,
Одесса,неод,ж,!,II1,,,
Одетта,одуш,ж,!,II1,,,
Оксана,одуш,ж,!,II1,,,
Октябрина,одуш,ж,!,II1,,,
Олеговна,одуш,ж,!,II1,,,
Оттовна,одуш,ж,!,II1,,,
Палестина,неод,ж,!,II1,,,
Паллада,одуш,ж,!,II1,,,
Панама,неод,ж,!,II1,,,
Параскева,одуш,ж,!,II1,,,
Парма,неод,ж,!,II1,,,
Паула,одуш,ж,!,II1,,,
пацанва,одуш,ж,!,II1,,,
Пенелопа,одуш,ж,!,II1,,,
Пенза,неод,ж,!,II1,,,
переаренда,неод,ж,!,II1,,,
Петлюра,одуш,м,!,II1,,,
Петровна,одуш,ж,!,II1,,,
Печора,неод,ж,!,II1,,,
Полина,одуш,ж,!,II1,,,
Полтава,неод,ж,!,II1,,,
Полтавщина,неод,ж,!,II1,,,
примитивщина,неод,ж,!,II1,,,
Пульчинелла,одуш,ж,!,II1,,,
Раиса,одуш,ж,!,II1,,,
Регина,одуш,ж,!,II1,,,
Рената,одуш,ж,!,II1,,,
Ривьера,неод,ж,!,II1,,,
Рима,одуш,ж,!,II1,,,
Римма,одуш,ж,!,II1,,,
Рита,одуш,ж,!,II1,,,
Рома,одуш,м,!,II1,,,
Рязанщина,неод,ж,!,II1,,,
Сабина,одуш,ж,!,II1,,,
Сабрина,одуш,ж,!,II1,,,
Савва,одуш,м,!,II1,,,
Саввична,одуш,ж,!,II1,,,
сальса,неод,ж,!,II1,,,
Саманта,одуш,ж,!,II1,,,
Самара,одуш,ж,!,II1,,,
Сара,одуш,ж,!,II1,,,
Света,одуш,ж,!,II1,,,
Светлана,одуш,ж,!,II1,,,
Селена,одуш,ж,!,II1,,,
Сема,одуш,м,!,II1,,,
Серафима,одуш,ж,!,II1,,,
Сима,одуш,ж,!,II1,,,
Симона,одуш,ж,!,II1,,,
смоленщина,неод,ж,!,II1,,,
Снежана,одуш,ж,!,II1,,,
соляра,неод,ж,!,II1,,,
Спарта,неод,ж,!,II1,,,
сталинщина,неод,ж,!,II1,,,
Стелла,одуш,ж,!,II1,,,
Степа,одуш,м,!,II1,,,
Степанида,одуш,ж,!,II1,,,
Сцилла,одуш,ж,!,II1,,,
Таврида,неод,ж,!,II1,,,
Тамара,одуш,ж,!,II1,,,
Тамбовщина,неод,ж,!,II1,,,
Татьяна,одуш,ж,!,II1,,,
текила,неод,ж,!,II1,,,
Тима,одуш,м,!,II1,,,
Тимуровна,одуш,ж,!,II1,,,
Тома,одуш,ж,!,II1,,,
Тора,неод,ж,!,II1,,,
Тоскана,неод,ж,!,II1,,,
Тува,неод,ж,!,II1,,,
Тула,неод,ж,!,II1,,,
туретчина,неод,ж,!,II1,,,
туфта,неод,ж,!,II1,,,
Уганда,неод,ж,!,II1,,,
Украина,неод,ж,!,II1,,,
Ульяна,одуш,ж,!,II1,,,
Урсула,одуш,ж,!,II1,,,
Усама,одуш,м,!,II1,,,
Устина,одуш,ж,!,II1,,,
Уфа,неод,ж,!,II1,,,
Фаина,одуш,ж,!,II1,,,
фанта,неод,ж,!,II1,,,
Фатима,одуш,ж,!,II1,,,
Фемида,одуш,ж,!,II1,,,
Фима,одуш,м,!,II1,,,
Фома,одуш,м,!,II1,,,
Фоминична,одуш,ж,!,II1,,,
Франсуаза,одуш,ж,!,II1,,,
Фрида,одуш,ж,!,II1,,,
Ханна,одуш,ж,!,II1,,,
Хиросима,неод,ж,!,II1,,,
Хохлома,неод,ж,!,II1,,,
Хуана,одуш,ж,!,II1,,,
Чита,неод,ж,!,II1,,,
шара,неод,ж,!,II1,,,
Шарлотта,одуш,ж,!,II1,,,
шаурма,неод,ж,!,II1,,,
Шейла,одуш,ж,!,II1,,,
шиза,неод,ж,!,II1,,,
Шопениана,неод,ж,!,II1,,,
эбола,неод,ж,!,II1,,,
Эдна,одуш,ж,!,II1,,,
Элеонора,одуш,ж,!,II1,,,
Элиза,одуш,ж,!,II1,,,
Элла,одуш,ж,!,II1,,,
Эллада,неод,ж,!,II1,,,
Эльвира,одуш,ж,!,II1,,,
Эльза,одуш,ж,!,II1,,,
Эмма,одуш,ж,!,II1,,,
Ювента,одуш,ж,!,II1,,,
юморина,неод,ж,!,II1,,,
Юнона,одуш,ж,!,II1,,,
Ява,неод,ж,!,II1,,,
якудза,неод,ж,!,II1,,,
Ялта,неод,ж,!,II1,,,
Яна,одуш,ж,!,II1,,,
SIM-карта,неод,ж,,II1,мн,,II6
адвокатесса,одуш,ж,,II1,мн,,II6
ара,одуш,м,,II1,мн,,II6
Афина,одуш,ж,,II1,мн,,II6
бандана,неод,ж,,II1,мн,,II6
блядина,одуш,ж,,II1,мн,,II6
бодхисаттва,одуш,ж,,II1,мн,,II6
верховина,неод,ж,,II1,мн,,II6
водила,одуш,м,,II1,мн,,II6
волчина,одуш,м,,II1,мн,,II6
втора,неод,ж,,II1,мн,,II6
вульва,неод,ж,,II1,мн,,II6
девчина,одуш,ж,,II1,мн,,II6
жлобина,одуш,м,,II1,мн,,II6
забивала,одуш,м,,II1,мн,,II6
залупа,неод,ж,,II1,мн,,II6
Иуда,одуш,м,,II1,мн,,II6
катала,одуш,м,,II1,мн,,II6
кидала,одуш,м,,II1,мн,,II6
конкубина,одуш,ж,,II1,мн,,II6
котяра,одуш,м,,II1,мн,,II6
Лада,одуш,ж,,II1,мн,,II6
лыба,неод,ж,,II1,мн,,II6
Маргарита,одуш,ж,,II1,мн,,II6
ментяра,одуш,м,,II1,мн,,II6
мобила,неод,ж,,II1,мн,,II6
мудила,одуш,м,,II1,мн,,II6
носина,неод,м,,II1,мн,,II6
оторва,одуш,ж,,II1,мн,,II6
палета,неод,ж,,II1,мн,,II6
пихала,одуш,м,,II1,мн,,II6
плаза,неод,ж,,II1,мн,,II6
подпрограмма,неод,ж,,II1,мн,,II6
приблуда,неод,ж,,II1,мн,,II6
приспособа,неод,ж,,II1,мн,,II6
сардинелла,одуш,ж,,II1,мн,,II6
субкультура,неод,ж,,II1,мн,,II6
тестикула,неод,ж,,II1,мн,,II6
утилита,неод,ж,,II1,мн,,II6
фасолина,неод,ж,,II1,мн,,II6
фиговина,неод,ж,,II1,мн,,II6
фикса,неод,ж,,II1,мн,,II6
херовина,неод,ж,,II1,мн,,II6
хонда,неод,ж,,II1,мн,,II6
хуина,неод,ж,,II1,мн,,II6
цепура,неод,ж,,II1,мн,,II6
чубина,неод,м,,II1,мн,,II6
чувырла,одуш,ж,,II1,мн,,II6
шаверма,неод,ж,,II1,мн,,II6
шмара,одуш,ж,,II1,мн,,II6
аджичка,неод,ж,!,II2,,,
аквариумистика,неод,ж,!,II2,,,
Акимка,одуш,м,!,II2,,,
Аленка,одуш,ж,!,II2,,,
Алешка,одуш,м,!,II2,,,
Аллочка,одуш,ж,!,II2,,,
Андрейка,одуш,м,!,II2,,,
Андрюха,одуш,м,!,II2,,,
Андрюшка,одуш,м,!,II2,,,
Анечка,одуш,ж,!,II2,,,
Анжелика,одуш,ж,!,II2,,,
Анночка,одуш,ж,!,II2,,,
Аннушка,одуш,ж,!,II2,,,
Антоха,одуш,м,!,II2,,,
Антошка,одуш,м,!,II2,,,
Аркашка,одуш,м,!,II2,,,
Арктика,неод,ж,!,II2,,,
Артемка,одуш,м,!,II2,,,
Атлантика,неод,ж,!,II2,,,
Африка,неод,ж,!,II2,,,
Балтика,неод,ж,!,II2,,,
безнадега,неод,ж,!,II2,,,
безналичка,неод,ж,!,II2,,,
Боренька,одуш,м,!,II2,,,
Бориска,одуш,м,!,II2,,,
Борька,одуш,м,!,II2,,,
бытовуха,неод,ж,!,II2,,,
Валерка,одуш,м,!,II2,,,
Валерочка,одуш,м,!,II2,,,
Валечка,одуш,ж,!,II2,,,
Валька,одуш,ж,!,II2,,,
Валюха,одуш,ж,!,II2,,,
Ванечка,одуш,м,!,II2,,,
Ванька,одуш,м,!,II2,,,
Васенька,одуш,м,!,II2,,,
Васька,одуш,м,!,II2,,,
Верочка,одуш,ж,!,II2,,,
веселуха,неод,ж,!,II2,,,
ветрюга,неод,м,!,II2,,,
Вика,одуш,ж,!,II2,,,
Витька,одуш,м,!,II2,,,
Вовка,одуш,м,!,II2,,,
Вовочка,одуш,м,!,II2,,,
Володенька,одуш,м,!,II2,,,
Володька,одуш,м,!,II2,,,
встречка,неод,ж,!,II2,,,
Гаага,неод,ж,!,II2,,,
Генка,одуш,м,!,II2,,,
Гога,одуш,м,!,II2,,,
грудиночка,неод,ж,!,II2,,,
гусятинка,неод,ж,!,II2,,,
Дашенька,одуш,ж,!,II2,,,
Демидка,одуш,м,!,II2,,,
Дениска,одуш,м,!,II2,,,
джинсовка,неод,ж,!,II2,,,
Димка,одуш,м,!,II2,,,
Доминика,неод,ж,!,II2,,,
Ефимка,одуш,м,!,II2,,,
Жанка,одуш,ж,!,II2,,,
Жанночка,одуш,ж,!,II2,,,
Женька,одуш,м,!,II2,,,
заградиловка,неод,ж,!,II2,,,
зарубежка,неод,ж,!,II2,,,
зарядочка,неод,ж,!,II2,,,
зга,неод,ж,!,II2,,,
Зинка,одуш,ж,!,II2,,,
Зойка,одуш,ж,!,II2,,,
Иванка,одуш,ж,!,II2,,,
Иванушка,одуш,м,!,II2,,,
Инга,одуш,ж,!,II2,,,
Ингочка,одуш,ж,!,II2,,,
Инночка,одуш,ж,!,II2,,,
Иринка,одуш,ж,!,II2,,,
Ирка,одуш,ж,!,II2,,,
Ирочка,одуш,ж,!,II2,,,
кака,неод,ж,!,II2,,,
Калуга,неод,ж,!,II2,,,
Камчатка,неод,ж,!,II2,,,
картавинка,неод,ж,!,II2,,,
Катенька,одуш,ж,!,II2,,,
Катеринка,одуш,ж,!,II2,,,
Катька,одуш,ж,!,II2,,,
Кирюха,одуш,м,!,II2,,,
Корсика,неод,ж,!,II2,,,
крионика,неод,ж,!,II2,,,
Ксюха,одуш,ж,!,II2,,,
Кузька,одуш,м,!,II2,,,
Лариска,одуш,ж,!,II2,,,
Лека,одуш,ж,!,II2,,,
Ленка,одуш,ж,!,II2,,,
Леночка,одуш,ж,!,II2,,,
Лерочка,одуш,ж,!,II2,,,
Леха,одуш,м,!,II2,,,
Лешенька,одуш,м,!,II2,,,
Лешечка,одуш,м,!,II2,,,
Лешка,одуш,м,!,II2,,,
Лидка,одуш,ж,!,II2,,,
Лубянка,неод,ж,!,II2,,,
Лука,одуш,м,!,II2,,,
Любка,одуш,ж,!,II2,,,
Любонька,одуш,ж,!,II2,,,
Любочка,одуш,ж,!,II2,,,
Людка,одуш,ж,!,II2,,,
Людочка,одуш,ж,!,II2,,,
Люська,одуш,ж,!,II2,,,
Макарка,одуш,м,!,II2,,,
Максимка,одуш,м,!,II2,,,
Маринка,одуш,ж,!,II2,,,
Марьюшка,одуш,ж,!,II2,,,
Матвейка,одуш,м,!,II2,,,
Машенька,одуш,ж,!,II2,,,
Машка,одуш,ж,!,II2,,,
Мекка,неод,ж,!,II2,,,
Мексика,неод,ж,!,II2,,,
мемуаристика,неод,ж,!,II2,,,
Миха,одуш,м,!,II2,,,
Мишенька,одуш,м,!,II2,,,
Мишутка,одуш,м,!,II2,,,
мокруха,неод,ж,!,II2,,,
Моника,одуш,ж,!,II2,,,
моралистика,неод,ж,!,II2,,,
Надька,одуш,ж,!,II2,,,
Надюха,одуш,ж,!,II2,,,
наличка,неод,ж,!,II2,,,
напряженка,неод,ж,!,II2,,,
Настенька,одуш,ж,!,II2,,,
Настюха,одуш,ж,!,II2,,,
Натаха,одуш,ж,!,II2,,,
Наташенька,одуш,ж,!,II2,,,
Наташка,одуш,ж,!,II2,,,
нахалинка,неод,ж,!,II2,,,
Нахаловка,неод,ж,!,II2,,,
начерталка,неод,ж,!,II2,,,
невезуха,неод,ж,!,II2,,,
непруха,неод,ж,!,II2,,,
нержавейка,неод,ж,!,II2,,,
неучтенка,неод,ж,!,II2,,,
Ника,одуш,ж,!,II2,,,
Никитка,одуш,м,!,II2,,,
Никитушка,одуш,м,!,II2,,,
Николаевка,неод,ж,!,II2,,,
Ниночка,одуш,ж,!,II2,,,
новеллистика,неод,ж,!,II2,,,
нулевка,неод,ж,!,II2,,,
Нюрка,одуш,ж,!,II2,,,
обжираловка,неод,ж,!,II2,,,
обнаженка,неод,ж,!,II2,,,
обналичка,неод,ж,!,II2,,,
обязаловка,неод,ж,!,II2,,,
Ока,неод,ж,!,II2,,,
окрошечка,неод,ж,!,II2,,,
Оксанка,одуш,ж,!,II2,,,
Олежка,одуш,м,!,II2,,,
Оленька,одуш,ж,!,II2,,,
Олечка,одуш,ж,!,II2,,,
Ольга,одуш,ж,!,II2,,,
отключка,неод,ж,!,II2,,,
Пашка,одуш,м,!,II2,,,
Петруха,одуш,м,!,II2,,,
Петька,одуш,м,!,II2,,,
Плющиха,неод,ж,!,II2,,,
Потапка,одуш,м,!,II2,,,
потребиловка,неод,ж,!,II2,,,
Прага,неод,ж,!,II2,,,
Прибалтика,неод,ж,!,II2,,,
продвижка,неод,ж,!,II2,,,
продленка,неод,ж,!,II2,,,
Прошка,одуш,м,!,II2,,,
пруха,неод,ж,!,II2,,,
разбалансировка,неод,ж,!,II2,,,
развлекаловка,неод,ж,!,II2,,,
развлекуха,неод,ж,!,II2,,,
размонтировка,неод,ж,!,II2,,,
разморозка,неод,ж,!,II2,,,
разукомплектовка,неод,ж,!,II2,,,
Райка,одуш,ж,!,II2,,,
расслабуха,неод,ж,!,II2,,,
расчлененка,неод,ж,!,II2,,,
Ребекка,одуш,ж,!,II2,,,
Рига,неод,ж,!,II2,,,
Ромка,одуш,м,!,II2,,,
Самоха,одуш,м,!,II2,,,
свежинка,неод,ж,!,II2,,,
Светка,одуш,ж,!,II2,,,
Светочка,одуш,ж,!,II2,,,
сенсорика,неод,ж,!,II2,,,
Серега,одуш,м,!,II2,,,
Сереженька,одуш,м,!,II2,,,
Славка,одуш,м,!,II2,,,
славушка,неод,ж,!,II2,,,
Сонечка,одуш,ж,!,II2,,,
Сонька,одуш,ж,!,II2,,,
Софушка,одуш,ж,!,II2,,,
Софьюшка,одуш,ж,!,II2,,,
спокуха,неод,ж,!,II2,,,
срачка,неод,ж,!,II2,,,
Стенька,одуш,м,!,II2,,,
Степашка,одуш,м,!,II2,,,
сутулинка,неод,ж,!,II2,,,
Танечка,одуш,ж,!,II2,,,
танзанийка,одуш,ж,!,II2,,,
Танька,одуш,ж,!,II2,,,
Танюха,одуш,ж,!,II2,,,
Тараска,одуш,м,!,II2,,,
Тереха,одуш,м,!,II2,,,
Терешка,одуш,м,!,II2,,,
Тимофеевка,одуш,ж,!,II2,,,
Тимоха,одуш,м,!,II2,,,
Тимошка,одуш,м,!,II2,,,
Тишка,одуш,м,!,II2,,,
Томочка,одуш,ж,!,II2,,,
Тонечка,одуш,ж,!,II2,,,
Третьяковка,неод,ж,!,II2,,,
Тришка,одуш,м,!,II2,,,
уголовка,неод,ж,!,II2,,,
ужарка,неод,ж,!,II2,,,
умка,одуш,м,!,II2,,,
упрощенка,неод,ж,!,II2,,,
усредниловка,неод,ж,!,II2,,,
уцененка,неод,ж,!,II2,,,
Филька,одуш,м,!,II2,,,
Фока,одуш,м,!,II2,,,
форсировка,неод,ж,!,II2,,,
Франческа,одуш,ж,!,II2,,,
хавка,неод,ж,!,II2,,,
харизматика,неод,ж,!,II2,,,
Хельга,одуш,ж,!,II2,,,
холодрыга,неод,ж,!,II2,,,
человечинка,неод,ж,!,II2,,,
чудинка,неод,ж,!,II2,,,
Чукотка,неод,ж,!,II2,,,
эзотерика,неод,ж,!,II2,,,
электрика,неод,ж,!,II2,,,
Эллочка,одуш,ж,!,II2,,,
Эрика,одуш,ж,!,II2,,,
